username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
waqcapital,"Let the gains begin. Trainee chartered accountant, 27. COYS.","London, England",228,227,2540,2017-05-13 00:43:03,2020-11-13 15:26:46,0,Salah tested positive for covid-19. 😯,[]
Birds_WatArtThy,Queer Boi They/He/Them/Him Black Lives Matter,ICE are STILL Terrorists,853,441,64904,2014-11-06 22:20:43,2020-11-13 15:26:46,0,"@JoeDyer09563839 @JCocciolone @newscientist https://t.co/QtubNX9zQO

https://t.co/eDzTQfVMOT

https://t.co/SOTUweFoR0
From all over the political spectrum, farmers destroy crops because its cheaper to do that then feed the poor",[]
EU_Health,"EU Commission's DG Health & Food Safety (SANTE). We work to protect health, prevent diseases & strengthen health systems. RT ≠ endorsement. Food tweets @Food_EU","Brussels, Europe",3204,73360,20825,2012-06-12 13:41:08,2020-11-13 15:26:46,1,"Research is essential to fight #coronavirus!

We’ve granted 1 M€ for the clinical trial with Raloxifene as a treatment for COVID-19 patients, signed under the Emergency Support Instrument (ESI).

More here: https://t.co/9pbpioSeKG
#HealthUnion #MedicalSupportEU https://t.co/0rn7cKxM4m","[{'text': 'coronavirus', 'indices': [31, 43]}, {'text': 'HealthUnion', 'indices': [231, 243]}, {'text': 'MedicalSupportEU', 'indices': [244, 261]}]"
DPatz13,"@GinWillFixIt 4/5/18 💍 | Father 👭 | Gambler 🎲 | Chelsea FC, Rangers FC, Northern Ireland ⚽️ | Ulster Rugby, Irish Rugby 🏉","Dromore, Northern Ireland",2196,2764,36792,2011-03-26 11:29:56,2020-11-13 15:26:46,1225,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
AdebolaAdetolu,Dealer In all Kind of Phones and Accessories.Follow @Betafone on IG & Twitter .Ceo :@Bolatcommunicationsltd on IG. Visit Our page for more info,"Lagos, Nigeria",1830,3946,91368,2015-01-08 16:37:17,2020-11-13 15:26:46,1225,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
vagabondX10,Bohemian Rhapsody,Seaside,1600,920,58757,2010-09-29 06:48:00,2020-11-13 15:26:46,6,"Measles infections surged to a global 23-year high in 2019, and a new report is warning that millions more are at risk this year after the #COVID19 pandemic disrupted immunisation programmes https://t.co/uhUFwhthBh",[]
mohgovgh,"Official twitter account of the Ministry of Health in Ghana 🇬🇭
Follow on Instagram: mohgovgh Facebook: @MOHGhana",Ghana,253,101238,2253,2017-10-31 18:09:18,2020-11-13 15:26:45,1,"Ghana’s Covid-19 cases as at 10th November, 2020

#WearYourMask
#SocialDistance

Visit https://t.co/fIBe1RWjtG for the details https://t.co/JbfiSky7Yl","[{'text': 'WearYourMask', 'indices': [50, 63]}, {'text': 'SocialDistance', 'indices': [64, 79]}]"
VA_Partners4Edu,"The Commonwealth Learning Partnership works to advance, align & amplify high-quality professional learning opportunities for VA educators and education leaders.",Virginia,728,443,1314,2020-03-13 19:25:22,2020-11-13 15:26:45,1,"Hope to see YOU on Monday, #PeacefulTransition2Power @VA_Partners4Edu @NewAmericanHist @YLIYouthLeaders 4-5:30 w/ essential resources for your classroom! Register here:https://t.co/pUtdVBjDz0","[{'text': 'PeacefulTransition2Power', 'indices': [48, 73]}]"
silea,#resist. (she/her),Pacific Northwest,104,205,88755,2007-04-05 19:27:55,2020-11-13 15:26:45,1085,"Since the last time President Trump spoke publicly, 8 days ago (11/5):

947,319 new COVID-19 infections.

7,507 Americans have died from COVID-19.",[]
Emack5inAz,"Die hard Phx Suns fan, Love Pugs and Porgs!! And also mindfulness",,1312,469,52772,2019-01-24 03:33:35,2020-11-13 15:26:45,22,Elon Musk Says 4 Rapid Coronavirus Tests Gave Him Split Results https://t.co/hdUs0SMGOg,[]
Davido744,Associate Professor / Clinical Academic Physio @nhsuhcw and @Covcampus Centre for Care Excellence. Chair of Physiotherapy WG for ESICM. All views are my own,uk,710,2857,1176,2012-12-04 11:07:30,2020-11-13 15:26:45,5,"First preprint (not peer reviewed) from the UK ⁦@CovidIcu⁩ Evaluation: Natural history, trajectory, and management of mechanically ventilated COVID-19 patients in the United Kingdom. | medRxiv. Thank you to all contributors! ⁦⁦@ICS_updates⁩  https://t.co/kN1ofCZMMg",[]
mattmaisonRE,Commercial Real Estate Research,Manhattan via AZ,880,1539,9295,2014-07-20 18:36:35,2020-11-13 15:26:45,0,"Jeff Adler broke down migration trends accelerated by the  COVID-19 pandemic during the Yardi Matrix multifamily outlook webinar this week.
 https://t.co/7DKhN6tHco",[]
CastonChris,,"Chicago, Illinois",846,2044,583051,2013-02-22 23:44:03,2020-11-13 15:26:45,496,"Please, don't travel for the Holidays. We are at the very beginning of a gargantuan surge in #COVID19 in the U.S. https://t.co/RXzJOlEIPn","[{'text': 'COVID19', 'indices': [113, 121]}]"
laramaihagger,,,27,17,1167,2011-04-04 12:45:43,2020-11-13 15:26:45,1,"Just started the late shift 

Out and about, focusing on #Covid19 related issues 

As ever, we’re only a phone call away 

In an emergency, call 999
Non emergency, call 101

2176EA. Ed Zoltan https://t.co/OAV0AuLZrG","[{'text': 'Covid19', 'indices': [75, 83]}]"
GenaoSandy,"🇵🇷 PLEASE NO DMS. FOLLOWER OF CHRIST MY SAVIOR & LOVER of ANIMALS, ART, JUSTICE, MUSIC, ORCHIDS, PHOTOGRAPHY, PURPLE, TATTS, WRITING and BIDEN & HARRIS 2020",New York USA,4900,1338,5477,2011-12-11 05:46:51,2020-11-13 15:26:44,6,Take care 😷 #COVID19 https://t.co/J6fPi553g0,"[{'text': 'COVID19', 'indices': [27, 35]}]"
aqua_starseed,☉♒︎ ☾♏︎ ⑨life path 🇳🇬,PNW,135,97,1272,2020-04-17 17:13:59,2020-11-13 15:26:44,75,"You’re STILL going to have to wear masks and socially distance, after receiving the vaccine- “2 injections, weeks apart”, and “potential unpleasant side effects” with flu like side effects... Let the ones who voted Kabbalah + Biden go first 🙂
https://t.co/2aHn0QqvYq",[]
erinw_crim,JLC Grad Student @AU_SPA 🔸 @okstate Alumni '19 🔸 She/They 🔸 Data Analyst @PrototypeEnt 🔸 Texas Native,"Washington, DC",1352,724,6500,2012-12-21 14:25:12,2020-11-13 15:26:44,0,Consider checking out my article about Modern Monetary Theory and COVID-19 relief if you haven't already! https://t.co/E9eKn2cOP6,[]
DubldvmanJames,,,19,36,2247,2013-09-08 19:52:07,2020-11-13 15:26:44,2,"As we enter into the holiday season, COVID-19  continues to affect people in several different ways. It is important to take care of your mental health. Hope4NC is providing free counseling. Let's make it a #healthholiday
.
.
#hope4nc #alliancehealth #holidayseason2020 https://t.co/t22BOoOnTX",[]
melmmaly,"🇩🇪 🇪🇺 🇺🇸 interior designer, addicted to art & architecture, proud member of #TheResistance #resist 🌊🌊🌊 #TeamDrosten","Stuttgart, Deutschland",9775,8886,79096,2014-03-31 19:04:18,2020-11-13 15:26:44,1,"🇺🇸🦠📲US Residents Poll: 
Have you set up a #COVID19 exposure notification app?","[{'text': 'COVID19', 'indices': [59, 67]}]"
hereforthemad,"Abolish political parties. Lost my old account, wah.😭",,62,37,856,2020-10-23 20:44:12,2020-11-13 15:26:44,74,"""In England there were 139,545 patients left waiting more than 52 weeks to start their hospital treatment - up from just 1,305 in September 2019."" https://t.co/79WM82zGqt",[]
Sikester65,,,247,9,12,2018-07-24 23:55:07,2020-11-13 15:26:44,843,"The “90% efficacy rate” of the Pfizer vaccine is based off only 94 positive cases of COVID-19.

The final Pfizer analysis will be conducted after a grand total of 164 positive cases.

And then the plan is to vaccinate 500 million+ people in 2021.

Feels very very rushed to me.",[]
Bconti52Conti,,,411,204,28931,2015-10-26 01:34:38,2020-11-13 15:26:44,243,"Is this a JOKE, @senatemajldr?

The House passed a bill for #COVID19  economic relief for state and local municipalities called the Heroes Act 6 months ago. YOU never brought it to the floor. The American people are SUFFERING. 100K+ more have died since then. How DARE you! https://t.co/2lBenba9mi","[{'text': 'COVID19', 'indices': [79, 87]}]"
Niggando,Observar e absorver,,257,29,219,2013-07-26 02:25:16,2020-11-13 15:26:44,364,"NEW: Supreme Court Justice Alito said in recent remarks that the COVID-19 pandemic has caused ""previously unimaginable"" restrictions on liberty and warned that the US must prevent the freedom of speech ""from becoming a second-tier constitutional right."" https://t.co/sBcLadvMS3",[]
Milton_Dentist,"Southview Dental located in Southview Plaza. Creating and maintaining beautiful smiles in #Milton, Ontario since 1993.",Milton Ontario ,495,365,810,2014-10-20 16:17:59,2020-11-13 15:26:44,0,Safety first! Have you been following Covid-19 safety guidelines like you should? Please continue to #WearAMask and be mindful of everyone around you. We can all get through this together :) https://t.co/qTdA6fGOMy,"[{'text': 'WearAMask', 'indices': [101, 111]}]"
genebvrjo,".trvl
🎥
⚽ | Isinya marah-marah karena sepakbola.",,166,73,7387,2019-01-23 12:55:47,2020-11-13 15:26:43,1225,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
julesnot4u,@trillspill_ 🖤,zendayas bed,539,337,23429,2015-12-26 00:57:54,2020-11-13 15:26:43,3444,"80 percent of those who died of Covid-19 in Texas county jails were never convicted of a crime, a new report finds  https://t.co/EjLpTPPQ4E",[]
mhdnurrazin,football and fish fillet enthusiast | @scbarai,Emirates Stadium,466,714,228797,2012-02-16 05:45:48,2020-11-13 15:26:43,153,"BREAKING: Egyptian FA say Mohamed Salah has tested positive for #coronavirus 

https://t.co/2JsNi69qS2

#LFC https://t.co/IkgcFK0XSX","[{'text': 'coronavirus', 'indices': [80, 92]}, {'text': 'LFC', 'indices': [120, 124]}]"
AnnJamesNHS,"Chief Exec University Hospitals Plymouth. Each person is an individual, Believe in equality and inclusion.Hon. Doctorate of Health from @PlymUni",,611,4297,23962,2013-05-29 12:05:03,2020-11-13 15:26:43,5,Delighted to see that 8 of our nurses have been recognised with a 3* SG Commendation for their efforts setting up and running the Rapid Response Team within UHPT during the first surge of the COVID 19. Everyone’s efforts are very much appreciated. @DMS_MilMed @UHP_NHS,[]
18RowdyNation,@KYLEBUSCH FAN  #Champ18n2015 & 2019 #H18rs2019 #ROWDYNATION18 #WB24 #JC51 #DAWGS 🐾 #BRAVES  #MovieCollector 🎬🍿 #MAGA 🇺🇸 #SUPERCROSS #INDYCAR,"Georgia, USA ❤",2029,5509,266047,2013-10-23 02:27:36,2020-11-13 15:26:43,4,.@NASCARHall inductee Ken Squier revealed on his Vermont radio station he has tested positive for #COVID19 and asked his listeners to stay vigilant against the virus. #NASCAR https://t.co/VEtYklbdYX,"[{'text': 'COVID19', 'indices': [115, 123]}]"
emarceg,"Christian/father/husband. News junkie, I love books, music, TV, podcasts, movies & football (soccer)- Brazil & Man Utd for life. #Bajan #BLM #SavedByGrace","Toronto, Canada via Barbados",1382,650,151571,2010-09-29 18:52:19,2020-11-13 15:26:43,1,"Mohamed Salah testing positive for covid-19.

I mean, you gotta start feeling a bit sorry for Liverpool now. That's Salah, Van Dijk and Gomez gone in the space of about a month? https://t.co/QC5Y7F0Xv1",[]
RhodesDiversity,Rhodes Scholars for free speech and diversity of ideas. Banned by Rhodes Trust. Subscribe: https://t.co/mM2o96wr4I,Oxford and the world,4762,4336,13597,2016-10-19 19:47:04,2020-11-13 15:26:43,1182,"I have tested positive for COVID-19. I am feeling strong, following proper protocols, working from home in Alaska, and ask for privacy at this time. May God Bless Alaska.",[]
FNajmaie,,,120,64,2801,2020-10-23 05:34:27,2020-11-13 15:26:43,13,"More than 151,800 people have died in #Iran after contracting #COVID-19 according to #MEK which has been closely monitoring the health crisis since the beginning. https://t.co/wFZsGXwEu0","[{'text': 'Iran', 'indices': [52, 57]}, {'text': 'COVID', 'indices': [76, 82]}, {'text': 'MEK', 'indices': [99, 103]}]"
MeHuNaa_,Stan #SidharthShukla,❤,222,18,1200,2020-07-15 15:30:47,2020-11-13 15:26:43,743,"#SidharthShukla has the best WhatsApp joke on Covid-19. We agree
https://t.co/3e3vJXlVD4","[{'text': 'SidharthShukla', 'indices': [16, 31]}]"
v1vrv2vfs,Semi-Retired; Long Time Aviation Professional/PMC,"Fort Smith, NT, Canada",92,54,4242,2014-01-07 22:23:22,2020-11-13 15:26:43,41,Catholic Diocese of Brooklyn challenges @NYGovCuomo's COVID-19 restrictions on houses of worship at the Supreme Court on @foxandfriends https://t.co/hLU73UKFfT,[]
BooBooskitty,"Easily provoked, you don't stand a chance!",,150,20,5135,2011-02-27 11:14:43,2020-11-13 15:26:43,7,@Laurie_Garrett @CMargaronis Ten months in and people still don’t get it. Trump historic leadership fail. #covid can you fit “I helped kill 1/4 million Americans” on a red baseball cap for 2024?,"[{'text': 'covid', 'indices': [125, 131]}]"
jazsteinRN,University of Michigan alumni. Retired NICU nurse,,127,43,3986,2012-05-21 19:50:42,2020-11-13 15:26:43,3444,"80 percent of those who died of Covid-19 in Texas county jails were never convicted of a crime, a new report finds  https://t.co/EjLpTPPQ4E",[]
jackbaileys2128,"Jack Baileys, a new local bar coming spring of 2020. Follow us for opening updates!","Marine Park, Brooklyn",8,14,5,2019-12-31 16:33:07,2020-11-13 15:26:42,0,"It’s official we are finally opened! Come stop by for a cocktail and to check the place out 🍻 

Due to the new COVID-19 guidelines we are only allowed 25% capacity and must close by 10 pm daily. Nonetheless, we still guarantee that you will have a good time! https://t.co/7S5iCwx2UJ",[]
_ChicagoV_,My Tweets run the gamut. From Economics to Trading to Science to History to Sports to Dogs to stupid gifs I find amusing.,"Chicago, IL",3241,727,126057,2009-02-22 02:48:01,2020-11-13 15:26:42,0,"Donald has been putting Secret Service officers and their families at increased risk of #COVID to soothe his fragile ego. Pathetic.
 https://t.co/HYiBHTFrfE","[{'text': 'COVID', 'indices': [88, 94]}]"
Nonembeiyla,,,29,20,14,2019-11-28 18:04:57,2020-11-13 15:26:42,0,"Wanna talk sex? Send me ur pussy or tiddies,,,  #horny #porn #dick #penis #dicks #nudes #rate #bigdicks #sex #sexting #dickrate #quarantine #coronavirus #bored #boner #sexy #sendnudes #hot #dickpic #dickrates #memes #tits #pussy  #bigdick #snapchatme #kikme #bored","[{'text': 'horny', 'indices': [48, 54]}, {'text': 'porn', 'indices': [55, 60]}, {'text': 'dick', 'indices': [61, 66]}, {'text': 'penis', 'indices': [67, 73]}, {'text': 'dicks', 'indices': [74, 80]}, {'text': 'nudes', 'indices': [81, 87]}, {'text': 'rate', 'indices': [88, 93]}, {'text': 'bigdicks', 'indices': [94, 103]}, {'text': 'sex', 'indices': [104, 108]}, {'text': 'sexting', 'indices': [109, 117]}, {'text': 'dickrate', 'indices': [118, 127]}, {'text': 'quarantine', 'indices': [128, 139]}, {'text': 'coronavirus', 'indices': [140, 152]}, {'text': 'bored', 'indices': [153, 159]}, {'text': 'boner', 'indices': [160, 166]}, {'text': 'sexy', 'indices': [167, 172]}, {'text': 'sendnudes', 'indices': [173, 183]}, {'text': 'hot', 'indices': [184, 188]}, {'text': 'dickpic', 'indices': [189, 197]}, {'text': 'dickrates', 'indices': [198, 208]}, {'text': 'memes', 'indices': [209, 215]}, {'text': 'tits', 'indices': [216, 221]}, {'text': 'pussy', 'indices': [222, 228]}, {'text': 'bigdick', 'indices': [230, 238]}, {'text': 'snapchatme', 'indices': [239, 250]}, {'text': 'kikme', 'indices': [251, 257]}, {'text': 'bored', 'indices': [258, 264]}]"
Apple_Head94,"Ruth, 26. 💕 LFC. Harry Potter. Michael Jackson. Serial Killers. The Beatles. Books 📚 “Happiness only real when shared” :- Christopher McCandless",,909,6599,28118,2013-11-15 17:47:15,2020-11-13 15:26:42,153,"BREAKING: Egyptian FA say Mohamed Salah has tested positive for #coronavirus 

https://t.co/2JsNi69qS2

#LFC https://t.co/IkgcFK0XSX","[{'text': 'coronavirus', 'indices': [80, 92]}, {'text': 'LFC', 'indices': [120, 124]}]"
