username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
sunyesf,We are the oldest college in the US focusing on study of the environment.  #SUNYESF.  Improve your world.,"Syracuse, NY",1625,7108,8834,2009-04-10 12:53:51,2020-11-13 16:10:59,0,"Congrats Audrey Fatone, Olivia Heilbronner, Brian Merrigan &amp; Brandon Stala: Nov. 12 winners of $100 ESF Bookstore gift cards. COVID-19 testing is available 10am to 4pm every day at SU Stadium (formerly the Dome) Gate N. Students are entered in gift card drawing on day of testing. https://t.co/r2fTdsuffh",[]
adelitadelnorte,"Mother of 3, First-Gen American",,541,733,16203,2014-02-17 20:37:50,2020-11-13 16:10:59,6866,"How likely is it you’ll encounter at least one person who is infected with the coronavirus if you go to a bar in Denver? What about a 100-person wedding in Baltimore? Or a Thanksgiving dinner with 25 guests in Los Angeles?

Now, you can find out: https://t.co/FmizcMJkQy",[]
koyakim_twt,"i'm aRMy 💙
🌳
🖼
🎵
🐯≮🐰",KOREA,708,243,7075,2016-08-21 21:07:46,2020-11-13 16:10:59,37,"COVID-19 can affect the lungs, respiratory system, the mind, immune system, and other parts of the body https://t.co/7tjnPrJIv2",[]
JamieRachels2,"Retired.  Read a LOT!  Love dachshunds, sci-fi, church, cooking.  That's it.",,394,187,16498,2013-01-20 20:54:22,2020-11-13 16:10:59,0,'Breakthrough finding' reveals why certain Covid-19 patients die https://t.co/A6T3Gm1B2s via @Yahoo,[]
ChartreuseFox,I'm with Joe #BidenHarris2020,"Oregon, USA",4998,4333,66289,2009-05-15 21:42:19,2020-11-13 16:10:59,1,"@jimsciutto @washingtonpost @realDonaldTrump doesn’t care about @SecretService personnel.  He knowingly spread the covid-19, a pulmonary disease, without any concern.",[]
fan7hockey,"Mom of 5 kids. 3 boys that play hockey (2 NCAA, 1 JR A) and 2 beautiful young ladies! 💜💜💜💜💜","Calgary, AB",343,122,762,2012-10-16 20:27:13,2020-11-13 16:10:59,9,"Under the protocols created for University, Junior and Professional sport, the AJHL will continue with its Regular Season.  Details of the guidance, which the League has been operating under since October 15th can be found here:  https://t.co/V7YmiOvHiu https://t.co/tYjisuXtV6",[]
Danger_Will_Rob,Things could be better,USA,1661,131,35525,2020-05-04 11:47:21,2020-11-13 16:10:59,14,Trump and Republicans will deliberately let Covid-19 get out of hand and then complain about how Joe Biden oversaw the slowest pandemic recovery ever.,[]
DumeSingh,a trade-off exists; a free rider problem; a free rider opportunity.,"Pate (Lamu archipelago),Kenya.",796,4209,33721,2017-10-17 10:41:26,2020-11-13 16:10:59,0,COVID-19 precipitates staff rationalisation at @javahouseafrica https://t.co/ZVMAGnEw8i via @Nairobi_News,[]
Rivers2x,"Retired Contract Manager. Mom to 1 daughter; “Baba” to 2 grandchildren. Ojibwe, enrolled member Bois Forte Band. Lover of music, forests, tater tots and coffee.","Minneapolis, MN  USA",831,192,22165,2009-11-16 01:18:15,2020-11-13 16:10:59,2110,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
CurveWhiplash,,"Eureka, CA",95,80,110465,2016-11-27 16:50:23,2020-11-13 16:10:58,909,"Please, don't travel for the Holidays. We are at the very beginning of a gargantuan surge in #COVID19 in the U.S. https://t.co/RXzJOlEIPn","[{'text': 'COVID19', 'indices': [113, 121]}]"
AJamalkhani,"‏‏‏‏aydin Jamalkhani Architecture &design  project managment & construction 
management &
مستقل بدون هیچ جناح و گروه دسته ایی،من عاشق انسان های مستقل دگر اندیش",جمهوری اسلامی ایران,3399,694,34518,2017-08-03 13:11:55,2020-11-13 16:10:58,13012,"UPDATE: We are proud to announce, along with @BioNTech_Group, that our mRNA-based #vaccine candidate has, at an interim analysis, demonstrated initial evidence of efficacy against #COVID19 in participants without prior evidence of SARS-CoV-2 infection.","[{'text': 'vaccine', 'indices': [94, 102]}]"
rdjwheels,,"West New York, NJ",125,51,281,2009-08-12 20:06:07,2020-11-13 16:10:58,0,"In the face of challenges caused by COVID-19, live performers are finding innovative new ways to connect with their audience. Learn how Socially Distanced Concerts are Securing Live Entertainment's Future.

Rosita... https://t.co/5iqSEkOyRs https://t.co/T7ZqFu5vgx",[]
Anfield_Sam,#YNWA,,429,386,67769,2017-06-09 18:41:06,2020-11-13 16:10:58,16,"Mohamed Salah story in full as the Egyptian FA confirm he's tested positive for COVID-19
https://t.co/3NR1EZF7Px",[]
annika1021,"It's expensive to be poor these days,but if you are a Corporation everything becomes cheaper. ResMedicinal Chemist questioning political leadership/inequalities",United States,1040,2461,254013,2013-02-25 02:19:31,2020-11-13 16:10:58,42,"People refusing to get the Covid-19 Vax face being banned from pubs, restaurants and their places of work, according to Fascist PM contender.
Lt. Col. Tom Tugendhat MP has warned those who reject it may find it hard to return to normal life

This man is undoubtedly YOUR ENEMY https://t.co/SF4G6Gb6hv",[]
realMikeASilva,Rio Hondo College student E*TRADE Investor Progressive/Social Democrat Political Guru,"Norwalk, CA",1792,284,3631,2014-01-18 04:55:51,2020-11-13 16:10:58,89,Elon Musk continues to cast doubt about 'bogus' COVID-19 test results https://t.co/Q9nBxpkst6 https://t.co/yio3vQgq2M,[]
UrielX83,"Gamer, engineer, father, husband, geek. Often opinionated. Unapologetically progressive. MAGAmorons will be blocked on sight.",United States,83,44,57370,2019-01-11 16:29:35,2020-11-13 16:10:58,1402,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
habpipes,"Small town raised now living in the city. Some sportsball, politics, gaming and my life in Regina on Treaty 4 land.

Oh and rants. Love me some rants.","Regina, Saskatchewan",1868,1069,52177,2010-06-14 05:39:19,2020-11-13 16:10:58,29,"Kenney imposes some mandatory measures but basically gives Albertans another chance to comply voluntarily. It may be just the chance COVID-19 needs. Column. 
https://t.co/MQjAMZqjSp #ableg #abpoli #cdnpoli #yyc #yeg #COVID19AB",[]
CoronaLebanon,daily Corona Virus Updates,,4,1056,378,2019-06-06 14:44:14,2020-11-13 16:10:58,0,"#coronaLebanon daily brief on
#Covid_19 13 November 2020
#parenting #coronavirus
#CoronaVirusUpdate https://t.co/Gs0ghIaZSU","[{'text': 'coronaLebanon', 'indices': [0, 14]}, {'text': 'Covid_19', 'indices': [30, 39]}, {'text': 'parenting', 'indices': [57, 67]}, {'text': 'coronavirus', 'indices': [68, 80]}, {'text': 'CoronaVirusUpdate', 'indices': [81, 99]}]"
JoeBiden_Harris,All about Joe Biden and Kamala Harris,Karachi,7,105,11576,2011-02-01 12:19:09,2020-11-13 16:10:58,0,"WASHINGTON  — President Donald Trump has publicly disengaged from the battle towards the covid-19 at a second when the illness is tearing throughout the U.S. at an alarming tempo. Coming
https://t.co/JYjtujsquq https://t.co/ynyvDnf8mV",[]
LoriHPhoton,"Scientist, Animal Lover and EV Enthusiast",98008,277,103,19127,2013-04-30 21:53:40,2020-11-13 16:10:58,14,"Gov. Jay Inslee on Thursday urged Washingtonians to cancel plans for social gatherings, including Thanksgiving and Christmas get-togethers, citing rising rates of coronavirus infections in the state. https://t.co/IsFcM616Qw",[]
VividRicky,Designer…@_MentallySound #LifeInLockdown podcast host…#PsychologistsForSocialChange…#PTSD action…Labour🌹…green socialist…nonconformist…ethical fashion…#NUFC,"North East, England",7011,6371,218266,2012-05-31 02:22:51,2020-11-13 16:10:58,0,"'Tens Of Thousands Of People In UK Made Homeless During COVID-19 Despite Eviction Bans':
https://t.co/w1fQzGOUEG",[]
SophiaJunz,,"Palm Beach Gardens, FL",65,99,25096,2016-01-05 17:44:46,2020-11-13 16:10:58,14,Lazy Trump fiddles as the virus rages. #TrumpPandemicFailure #LoserDonald #TrumpGenocide https://t.co/qUxQ7PIUEj,"[{'text': 'TrumpPandemicFailure', 'indices': [57, 78]}, {'text': 'LoserDonald', 'indices': [79, 91]}, {'text': 'TrumpGenocide', 'indices': [92, 106]}]"
M00545884,‏‏‏‏كلكم اخوانى واحبابي من المحيط الى خليج العرب,,291,48,262,2020-03-29 13:13:40,2020-11-13 16:10:57,5,"#COVID19 is a reminder that people, 🌍 &amp; prosperity are connected and must be balanced for a sustainable future. Explore @UNDP’s 💡⚙️ integrated country responses to #LeaveNoOneBehind – from #HealthForAll to building strong institutions and beyond! 👉 https://t.co/4kLviCB2hS https://t.co/5v4aBIuSd9","[{'text': 'COVID19', 'indices': [20, 28]}]"
ShellyKW6,Kindness Counts. Character is how you act when no one is watching.,,1142,570,12479,2019-07-29 16:15:28,2020-11-13 16:10:57,0,"@kylegriffin1 He has basically removed himself from the job of President. That’s no big surprise. He didn’t focus on the important matters, like #COVID, to begin w/. Why would he now? He is too busy sulking for himself. 🤷‍♀️","[{'text': 'COVID', 'indices': [145, 151]}]"
futuredrwillis,"PhD candidate @RockefellerColl. Research: US military, East Asia, contentious politics, pedagogy, spatial analysis, fieldwork, #rstats. She/her 🏳️‍🌈#BLM",Arosaguntacook Territory,4574,2808,27815,2016-03-31 02:55:26,2020-11-13 16:10:57,18,"From a talk I'm giving over the next couple weeks:

#COVID19 concern and rising case rates were correlated at the outset of the pandemic. But they've become increasingly decoupled as the pandemic wears on. 

Polling data from @FiveThirtyEight 
Case data from @CDCgov https://t.co/LSgG5kSFsf","[{'text': 'COVID19', 'indices': [68, 76]}]"
AFCPortchester,"Official Twitter Account for AFC Portchester! Charter Standard Development club, Playing In the Sydenhams Wessex Premier Division. Instagram:afcportchester 📸","Portchester, Fareham, England",137,4545,13036,2011-11-18 10:26:55,2020-11-13 16:10:57,1,"Ticket update 🎫

We can confirm that Our game against @HamworthyUtdFC on the 12th of December has sold 200 out of the Covid 19 limit of 300. 😯

Our game against @farehamtownfc has also sold over 150.. 

Email Paul to ensure you don’t miss out 
Paul64k@hotmail.co.uk 

👏🏻👏🏻🍊🍊 https://t.co/kNRAN56BP6",[]
AshleyAudettee,"MMgt @SchulichSchool, currently Comms @RHRAOntario, avid follower of municipal and provincial affairs in ON. @WesternU Alum💜.","Toronto, Ontario",346,350,22026,2010-10-05 23:55:22,2020-11-13 16:10:57,11,"#BREAKING: Ontario has logged nearly 1,400 new COVID-19 infections, marking the eighth straight day of case counts reaching the quadruple digits. 

https://t.co/HPiXZqYdqx","[{'text': 'BREAKING', 'indices': [16, 25]}]"
lynnskyi,Reader. Progressive Democrat. Law school graduate. Passionate about human rights and social justice. Seeking to follow Jesus and love my neighbor as myself.,USA,1069,792,272442,2010-11-17 02:38:50,2020-11-13 16:10:57,208,"NEW: 130+ Secret Service officers are infected with Covid-19 or under quarantine, according to a Washington Post report by @CarolLeonnig. 

“This is 1/10th of the backbone of the Secret Service officer core that protects the White House."" https://t.co/YbmUIB3cNW",[]
sedric_andre,Warning: Music critic extrodinaire!,,106,107,7592,2018-11-20 05:02:51,2020-11-13 16:10:57,0,"130 secret service agents has covid-19, and they got it in America first. https://t.co/SKcCippwUH",[]
TheAgora_,"The Agora is a global marketplace of modern media businesses that strive to deliver new, unconventional viewpoints and strategies.",,300,3834,746,2013-04-22 19:38:52,2020-11-13 16:10:56,0,"With news of a potential vaccine, it could be time to revisit your investments. @moneymorning has a list of COVID-19 vaccine stocks that might be worth adding to your portfolio. 
https://t.co/R5IBEUs1Td",[]
DMNGregRiddle,Writer/editor for The Dallas Morning News' @SportsDayHS (opinions are mine alone). @TCUTrackField alum.,"Grand Prairie, Texas",1003,9525,32700,2012-03-08 00:17:20,2020-11-13 16:10:56,3,"Sunset had forfeited football games this week &amp; next week for COVID-19 reasons. 
Sunset now says it will also forfeit its game vs. Lancaster on Nov. 27. 
Sunset has played 3 games and had to forfeit 5.
#txhsfb @SportsDayHS @dallasathletics @WEBOrecruiting1 @dctf @dallasschools","[{'text': 'txhsfb', 'indices': [206, 213]}]"
ShabbirIk," I’m just a boy, standing in front of the world, asking you to follow me.
FB 100% & UF=UF","Punjab, Pakistan",1090,1049,5336,2015-06-25 16:17:09,2020-11-13 16:10:56,1093,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
GlennGriffin8,Just a guy always somewhere between Maine and Colorado. ☕😷http://FLYwillvote.comQ ✍️🗳️ Also ohttp://mstdn.socialTU,Maine to Colorado,735,1272,107417,2013-05-23 15:21:56,2020-11-13 16:10:56,1,"🖋 Sign “Stop the obstruction now: obstructing the transition will cost lives” and I’ll deliver a copy to your officials: https://t.co/MU3qmA9FOO

📨 No. 1 is from Mary to @SenatorCollins, @SenAngusKing and @repgolden #ME02 #MEpolitics #COVID19 https://t.co/7k6IMPmUTo",[]
MaroofInt,Taking Healthcare to the Next Level!,"Islamabad, Pakistan",262,113,293,2015-11-27 04:42:13,2020-11-13 16:10:56,0,"We are proud of our frontline fighters against COVID-19. Our doctors, nurses and entire paramedical staff focuses on Patient care and safety. https://t.co/6dTlrmMfa9",[]
Calderdale,Hello! We’re Calderdale Council. We all have a part to play in preventing the spread of COVID-19 in Calderdale. We're in this together. #KeepBeingCalderdale 💚,"Yorkshire, UK",350,22752,50239,2009-02-04 16:25:23,2020-11-13 16:10:56,2,"""#Diwali helps us remember the joys of life and we definitely need that now more than ever"" - @PamelaB04 reflects on the significance of the festival of lights and how to celebrate it properly this year, despite the #COVID19 restrictions.
https://t.co/jkmluDA4pp","[{'text': 'Diwali', 'indices': [21, 28]}]"
ArriateAyto,Excmo. Ayuntamiento de Arriate,"Arriate, Andalucía",751,754,1249,2014-10-13 16:29:25,2020-11-13 16:10:56,0,"🟤🔊 ACTUALIDAD COVID-19 EN ARRIATE 🔊🟤

https://t.co/8h5KC71QFd https://t.co/vAVfzh6Y8y",[]
Kraftycat2,"Living positive despite disabilities. Love to make jewelry, love cats, love true equality. Hoping for tRump and his cronies to get theirs.","Florida, USA",1590,698,19679,2013-08-03 21:31:46,2020-11-13 16:10:56,0,"""‘Breakthrough finding’ reveals why certain Covid-19 patients die"" https://t.co/oVeqJyEAFu",[]
MonDre17,Professional Magician and all around nice guy!,Las Vegas NV,865,411,16339,2014-06-01 11:17:21,2020-11-13 16:10:56,2110,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
NewsView100,"I share the news and my opinions about the news. I don't suffer fools gladly. Blocked by Sean Hannity, Brit Hume, Sebastian Gorka, Roseanne Barr, Dan Bongino",,41295,50300,64591,2014-07-13 16:27:07,2020-11-13 16:10:56,1402,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
Eduardo55368577,"Proud Puerto Rican. Advocate for social justice all over the world, particularly in the US and Puerto Rico. Writer. Music lover. 🇵🇷🎼","Takoma Park, MD",279,96,3713,2017-07-08 19:16:46,2020-11-13 16:10:56,0,@repdonyoung COVID-19 is real and masks work. https://t.co/UbYA697ve8,[]
MellieHarris040,"Singer/Musician, Artist, Lover of music, and hater of the memory thief, aka: Dementia","Michigan, USA",391,167,1117,2017-12-14 10:54:18,2020-11-13 16:10:55,0,"PRAYERS PLZ! Someone tested positive at BOTH my husband and daughter's workplaces. My daughter was tested yesterday, but won't have results for a couple of days. Thank you &amp; please take care of yourselves! 💛😷 #COVID #CoverYourFreakinFace","[{'text': 'COVID', 'indices': [213, 219]}, {'text': 'CoverYourFreakinFace', 'indices': [220, 241]}]"
